customer_id,branch_group,y1_revenue,y2_revenue,change_value,change_pct,y1_orders,y2_orders
14258,UK North,19381.36,12669.98,-6711.38,-34.6,16.0,9.0
13734,UK North,6695.69,0.0,-6695.69,-100.0,4.0,0.0
13952,UK North,9572.45,3251.07,-6321.38,-66.0,12.0,2.0
15369,UK South,6251.26,0.0,-6251.26,-100.0,11.0,0.0
17409,UK South,7021.66,771.85,-6249.81,-89.0,8.0,2.0
14299,UK South,10104.63,3965.62,-6139.01,-60.8,18.0,9.0
15497,UK South,7395.19,1262.2,-6132.99,-82.9,7.0,2.0
13935,UK South,6116.92,0.0,-6116.92,-100.0,3.0,0.0
13715,UK South,7075.65,1077.39,-5998.26,-84.8,12.0,5.0
12835,UK South,5996.83,0.0,-5996.83,-100.0,41.0,0.0
13162,UK North,7587.2,1688.29,-5898.91,-77.7,12.0,4.0
14606,UK North,17722.6,11926.15,-5796.45,-32.7,94.0,90.0
14828,UK North,7699.7,2139.76,-5559.94,-72.2,10.0,3.0
13615,UK South,5854.84,417.69,-5437.15,-92.9,7.0,1.0
14040,UK North,8963.49,3560.32,-5403.17,-60.3,23.0,12.0
14249,UK South,5400.46,0.0,-5400.46,-100.0,12.0,0.0
16191,UK South,10497.3,5180.52,-5316.78,-50.6,11.0,13.0
17865,UK South,15785.87,10524.22,-5261.65,-33.3,26.0,20.0
14855,UK South,5874.65,645.65,-5229.0,-89.0,5.0,2.0
15260,UK North,6956.96,1810.77,-5146.19,-74.0,18.0,7.0
16553,UK South,10864.19,5719.82,-5144.37,-47.4,21.0,12.0
16782,UK North,7368.17,2267.95,-5100.22,-69.2,25.0,13.0
12357,DACH,11229.99,6207.67,-5022.32,-44.7,1.0,1.0
17133,UK South,9730.09,4892.24,-4837.85,-49.7,5.0,7.0
17085,UK South,6276.87,1562.4,-4714.47,-75.1,23.0,5.0
16549,UK South,8746.9,4034.9,-4712.0,-53.9,24.0,10.0
13958,UK North,4709.23,0.0,-4709.23,-100.0,8.0,0.0
18260,UK North,7318.91,2628.35,-4690.56,-64.1,17.0,6.0
16746,UK North,11364.94,6680.11,-4684.83,-41.2,24.0,18.0
14062,UK North,15120.8,10464.85,-4655.95,-30.8,12.0,12.0
17716,UK North,10300.98,5655.99,-4644.99,-45.1,13.0,11.0
14685,UK South,4536.64,0.0,-4536.64,-100.0,8.0,0.0
17157,UK South,4832.9,319.0,-4513.9,-93.4,17.0,2.0
17308,UK North,4511.76,0.0,-4511.76,-100.0,2.0,0.0
15093,UK South,9105.36,4597.02,-4508.34,-49.5,17.0,6.0
13001,UK South,14256.68,9785.97,-4470.71,-31.4,20.0,13.0
14648,UK North,4463.39,0.0,-4463.39,-100.0,15.0,0.0
16008,UK North,4860.35,478.78,-4381.57,-90.1,12.0,3.0
16118,UK North,4376.25,0.0,-4376.25,-100.0,1.0,0.0
17146,UK North,5102.86,749.78,-4353.08,-85.3,10.0,3.0
15633,UK South,4335.96,0.0,-4335.96,-100.0,13.0,0.0
12758,Rest of Europe,7111.65,2791.59,-4320.06,-60.7,5.0,2.0
15291,UK South,8849.46,4623.3,-4226.16,-47.8,25.0,14.0
12714,France,8520.85,4294.86,-4225.99,-49.6,7.0,5.0
16550,UK North,6508.71,2298.97,-4209.74,-64.7,13.0,5.0
16749,UK South,4157.88,0.0,-4157.88,-100.0,2.0,0.0
14439,Rest of Europe,6781.8,2661.24,-4120.56,-60.8,4.0,1.0
12497,DACH,5043.4,953.1,-4090.3,-81.1,2.0,1.0
14025,UK South,4057.9,0.0,-4057.9,-100.0,8.0,0.0
16652,UK North,10776.42,6773.97,-4002.45,-37.1,9.0,7.0
17307,UK South,3999.89,0.0,-3999.89,-100.0,11.0,0.0
13735,UK South,6879.23,2883.54,-3995.69,-58.1,9.0,4.0
13680,UK North,7700.55,3719.12,-3981.43,-51.7,8.0,4.0
13542,UK North,3959.49,0.0,-3959.49,-100.0,17.0,0.0
13446,UK North,3881.89,0.0,-3881.89,-100.0,11.0,0.0
15281,UK South,6211.42,2332.15,-3879.27,-62.5,7.0,9.0
15823,UK South,3867.17,0.0,-3867.17,-100.0,2.0,0.0
17508,Rest of Europe,4191.92,387.31,-3804.61,-90.8,7.0,1.0
16636,UK North,3802.04,0.0,-3802.04,-100.0,4.0,0.0
14154,UK North,5115.08,1345.62,-3769.46,-73.7,6.0,2.0
14739,UK South,7671.34,3902.28,-3769.06,-49.1,18.0,7.0
15270,UK North,6145.37,2379.49,-3765.88,-61.3,14.0,7.0
16546,UK North,4519.92,787.15,-3732.77,-82.6,3.0,2.0
13044,UK North,4287.58,560.47,-3727.11,-86.9,10.0,1.0
16125,UK South,4003.0,289.35,-3713.65,-92.8,13.0,1.0
16772,UK North,3698.05,0.0,-3698.05,-100.0,3.0,0.0
17138,UK North,4036.77,380.5,-3656.27,-90.6,6.0,1.0
15950,UK North,5376.2,1744.71,-3631.49,-67.5,6.0,4.0
16320,International,4590.53,1038.46,-3552.07,-77.4,4.0,2.0
12668,DACH,6728.88,3177.15,-3551.73,-52.8,5.0,4.0
16858,UK North,3916.9,375.69,-3541.21,-90.4,9.0,1.0
16336,UK North,3517.69,0.0,-3517.69,-100.0,4.0,0.0
17416,UK North,10405.03,6893.42,-3511.61,-33.7,15.0,7.0
17504,UK North,6493.14,2997.03,-3496.11,-53.8,9.0,9.0
16200,UK North,4539.23,1068.87,-3470.36,-76.5,10.0,2.0
14105,UK South,4722.6,1266.23,-3456.37,-73.2,4.0,1.0
17876,UK North,3424.02,0.0,-3424.02,-100.0,3.0,0.0
15738,UK North,8230.9,4812.42,-3418.48,-41.5,25.0,16.0
13027,UK South,10327.2,6912.0,-3415.2,-33.1,13.0,6.0
14113,UK South,5252.19,1840.42,-3411.77,-65.0,12.0,4.0
15538,UK North,3358.4,0.0,-3358.4,-100.0,6.0,0.0
16103,UK South,4762.07,1429.64,-3332.43,-70.0,16.0,6.0
13225,UK South,9796.23,6463.84,-3332.39,-34.0,9.0,7.0
13031,UK South,3292.84,0.0,-3292.84,-100.0,5.0,0.0
16067,UK South,3269.11,0.0,-3269.11,-100.0,3.0,0.0
13214,UK North,3264.23,0.0,-3264.23,-100.0,7.0,0.0
14676,UK North,5808.55,2548.24,-3260.31,-56.1,6.0,6.0
13329,UK South,4019.77,789.0,-3230.77,-80.4,6.0,2.0
16732,UK North,3783.89,603.75,-3180.14,-84.0,3.0,1.0
17160,UK North,6691.13,3518.03,-3173.1,-47.4,11.0,6.0
12917,UK South,3765.2,594.0,-3171.2,-84.2,5.0,1.0
15614,UK North,3147.36,0.0,-3147.36,-100.0,4.0,0.0
17145,UK South,3120.91,0.0,-3120.91,-100.0,4.0,0.0
17696,UK North,5393.88,2285.71,-3108.17,-57.6,19.0,8.0
16170,UK North,4983.95,1885.05,-3098.9,-62.2,14.0,6.0
12511,Rest of Europe,3084.02,0.0,-3084.02,-100.0,1.0,0.0
15179,UK South,5284.97,2206.95,-3078.02,-58.2,8.0,5.0
12469,International,3070.54,0.0,-3070.54,-100.0,2.0,0.0
15581,UK South,3787.73,717.43,-3070.3,-81.1,24.0,10.0
12843,UK South,4759.61,1702.26,-3057.35,-64.2,20.0,8.0
17364,UK North,7510.24,4462.68,-3047.56,-40.6,17.0,11.0
14081,UK South,3945.95,921.62,-3024.33,-76.6,8.0,2.0
16351,UK South,3176.13,153.9,-3022.23,-95.2,12.0,1.0
16072,UK North,3595.77,584.32,-3011.45,-83.7,3.0,1.0
16709,UK South,6026.14,3029.87,-2996.27,-49.7,9.0,5.0
14590,UK North,2993.37,0.0,-2993.37,-100.0,20.0,0.0
12823,UK South,4742.0,1759.5,-2982.5,-62.9,13.0,5.0
17829,International,3867.5,889.24,-2978.26,-77.0,4.0,1.0
15296,UK North,6650.17,3672.86,-2977.31,-44.8,6.0,6.0
16736,UK North,2956.56,0.0,-2956.56,-100.0,5.0,0.0
16131,UK South,6450.88,3506.54,-2944.34,-45.6,6.0,6.0
18178,UK North,4512.93,1590.81,-2922.12,-64.7,7.0,4.0
17032,UK North,2896.69,0.0,-2896.69,-100.0,5.0,0.0
13141,UK South,5267.33,2388.75,-2878.58,-54.6,12.0,5.0
16467,UK South,2869.16,0.0,-2869.16,-100.0,7.0,0.0
18064,UK North,3667.83,814.0,-2853.83,-77.8,9.0,2.0
12472,DACH,8903.18,6068.11,-2835.07,-31.8,12.0,7.0
15984,UK North,5612.39,2780.63,-2831.76,-50.5,20.0,10.0
17584,UK North,4067.12,1242.3,-2824.82,-69.5,4.0,2.0
14030,UK North,5162.96,2358.84,-2804.12,-54.3,12.0,8.0
13205,UK South,2803.2,0.0,-2803.2,-100.0,1.0,0.0
16168,UK North,6573.07,3787.6,-2785.47,-42.4,39.0,27.0
13931,UK South,4019.85,1237.53,-2782.32,-69.2,9.0,2.0
12623,DACH,3046.74,269.1,-2777.64,-91.2,6.0,1.0
15817,UK South,2766.4,0.0,-2766.4,-100.0,3.0,0.0
14426,UK North,7246.27,4481.67,-2764.6,-38.2,7.0,10.0
16335,UK South,2753.52,0.0,-2753.52,-100.0,7.0,0.0
17241,UK South,2736.64,0.0,-2736.64,-100.0,12.0,0.0
14918,UK North,4345.66,1610.15,-2735.51,-62.9,7.0,2.0
12986,UK North,2729.84,0.0,-2729.84,-100.0,10.0,0.0
14016,Ireland,7012.2,4291.21,-2720.99,-38.8,7.0,4.0
18231,UK South,4776.5,2071.77,-2704.73,-56.6,23.0,5.0
14625,UK South,3598.25,899.63,-2698.62,-75.0,9.0,2.0
17873,UK South,4416.37,1719.58,-2696.79,-61.1,13.0,5.0
16279,UK South,4195.5,1502.78,-2692.72,-64.2,6.0,3.0
13786,UK North,2897.59,230.4,-2667.19,-92.0,5.0,1.0
12671,DACH,2622.48,0.0,-2622.48,-100.0,1.0,0.0
13178,UK North,8333.72,5725.47,-2608.25,-31.3,10.0,11.0
17913,UK South,3016.44,408.65,-2607.79,-86.5,12.0,2.0
14564,UK South,2605.62,0.0,-2605.62,-100.0,2.0,0.0
15571,UK South,3241.92,650.43,-2591.49,-79.9,10.0,4.0
17931,UK South,2993.88,408.36,-2585.52,-86.4,12.0,2.0
13357,UK South,3185.61,609.4,-2576.21,-80.9,4.0,1.0
12806,Benelux,2558.96,0.0,-2558.96,-100.0,2.0,0.0
16327,UK South,6339.37,3789.67,-2549.7,-40.2,10.0,6.0
13291,UK South,2909.68,361.11,-2548.57,-87.6,10.0,1.0
15981,UK South,5954.29,3408.48,-2545.81,-42.8,13.0,8.0
17465,UK South,2542.79,0.0,-2542.79,-100.0,7.0,0.0
17457,UK South,4247.11,1737.7,-2509.41,-59.1,9.0,5.0
12978,UK North,2502.82,0.0,-2502.82,-100.0,5.0,0.0
13174,UK North,5233.64,2738.82,-2494.82,-47.7,8.0,3.0
15874,UK North,6878.88,4405.88,-2473.0,-36.0,14.0,7.0
14461,UK South,4573.85,2102.67,-2471.18,-54.0,10.0,3.0
16400,UK North,2755.92,303.93,-2451.99,-89.0,8.0,1.0
15077,UK South,2428.08,0.0,-2428.08,-100.0,2.0,0.0
14593,UK South,3040.88,617.15,-2423.73,-79.7,9.0,3.0
13052,UK North,2770.33,348.15,-2422.18,-87.4,6.0,1.0
16325,UK South,3003.26,594.24,-2409.02,-80.2,9.0,3.0
14514,UK North,3389.84,990.2,-2399.64,-70.8,6.0,3.0
15674,UK North,4501.63,2111.89,-2389.74,-53.1,8.0,4.0
12437,France,6834.99,4447.41,-2387.58,-34.9,20.0,18.0
15222,UK North,2965.91,585.0,-2380.91,-80.3,10.0,1.0
17802,UK North,3661.18,1285.04,-2376.14,-64.9,7.0,3.0
17204,UK North,3940.13,1564.56,-2375.57,-60.3,5.0,4.0
13590,UK North,4354.12,1981.92,-2372.2,-54.5,12.0,6.0
14882,UK North,2956.95,589.7,-2367.25,-80.1,12.0,2.0
12631,Rest of Europe,2841.07,480.5,-2360.57,-83.1,5.0,1.0
12380,Benelux,4782.84,2427.81,-2355.03,-49.2,4.0,4.0
15015,UK South,2344.47,0.0,-2344.47,-100.0,13.0,0.0
16742,UK North,2334.97,0.0,-2334.97,-100.0,13.0,0.0
14938,UK South,2322.43,0.0,-2322.43,-100.0,2.0,0.0
16444,UK North,2971.21,654.67,-2316.54,-78.0,13.0,4.0
17113,UK South,2305.59,0.0,-2305.59,-100.0,6.0,0.0
15946,UK North,2304.18,0.0,-2304.18,-100.0,3.0,0.0
16077,UK South,2300.4,0.0,-2300.4,-100.0,1.0,0.0
13371,UK South,2297.66,0.0,-2297.66,-100.0,2.0,0.0
16190,UK North,2508.47,215.08,-2293.39,-91.4,7.0,1.0
18051,UK South,2282.28,0.0,-2282.28,-100.0,7.0,0.0
12422,International,2955.79,683.56,-2272.23,-76.9,9.0,3.0
15638,UK North,2265.2,0.0,-2265.2,-100.0,6.0,0.0
16563,UK South,3334.82,1077.74,-2257.08,-67.7,5.0,1.0
16992,UK North,3862.19,1614.31,-2247.88,-58.2,8.0,5.0
13407,UK South,2244.7,0.0,-2244.7,-100.0,3.0,0.0
15629,UK South,2240.9,0.0,-2240.9,-100.0,4.0,0.0
17858,UK North,7377.99,5140.66,-2237.33,-30.3,18.0,12.0
15898,UK North,3608.87,1383.83,-2225.04,-61.7,20.0,5.0
13478,UK North,2215.78,0.0,-2215.78,-100.0,5.0,0.0
18194,UK North,3188.2,973.84,-2214.36,-69.5,5.0,1.0
13758,UK North,5404.74,3190.55,-2214.19,-41.0,7.0,7.0
15476,UK North,2209.98,0.0,-2209.98,-100.0,4.0,0.0
13157,UK South,3946.14,1741.22,-2204.92,-55.9,5.0,4.0
15934,UK North,2190.66,0.0,-2190.66,-100.0,2.0,0.0
13107,UK South,3721.45,1531.62,-2189.83,-58.8,5.0,4.0
13831,UK South,4387.09,2198.45,-2188.64,-49.9,12.0,6.0
14442,UK South,3777.2,1589.82,-2187.38,-57.9,5.0,2.0
16104,UK North,2476.25,298.21,-2178.04,-88.0,8.0,1.0
15967,UK South,2568.32,397.68,-2170.64,-84.5,10.0,2.0
17822,UK North,2154.08,0.0,-2154.08,-100.0,5.0,0.0
13037,UK South,3033.88,881.07,-2152.81,-71.0,9.0,3.0
17739,UK South,4939.24,2791.35,-2147.89,-43.5,11.0,7.0
16004,UK North,2146.39,0.0,-2146.39,-100.0,5.0,0.0
13152,UK North,2146.38,0.0,-2146.38,-100.0,7.0,0.0
12589,France,2720.23,574.68,-2145.55,-78.9,4.0,2.0
17618,UK North,3071.36,930.28,-2141.08,-69.7,8.0,3.0
17305,UK South,2135.46,0.0,-2135.46,-100.0,1.0,0.0
14634,UK North,2124.46,0.0,-2124.46,-100.0,4.0,0.0
15754,UK North,2579.04,458.57,-2120.47,-82.2,6.0,3.0
15998,UK North,5193.92,3080.22,-2113.7,-40.7,11.0,5.0
16208,UK North,2776.19,664.26,-2111.93,-76.1,8.0,2.0
17230,UK North,5750.08,3638.41,-2111.67,-36.7,10.0,8.0
14399,UK South,2108.21,0.0,-2108.21,-100.0,8.0,0.0
13485,UK South,2560.98,454.24,-2106.74,-82.3,10.0,1.0
12975,UK South,2100.09,0.0,-2100.09,-100.0,6.0,0.0
14469,UK South,2093.46,0.0,-2093.46,-100.0,4.0,0.0
15151,UK South,2085.61,0.0,-2085.61,-100.0,2.0,0.0
12872,UK North,2683.99,599.97,-2084.02,-77.6,10.0,2.0
18026,UK North,2074.07,0.0,-2074.07,-100.0,2.0,0.0
18258,UK North,2059.67,0.0,-2059.67,-100.0,6.0,0.0
16176,UK North,2052.69,0.0,-2052.69,-100.0,4.0,0.0
14243,UK South,4628.98,2588.77,-2040.21,-44.1,7.0,10.0
16331,UK South,2037.7,0.0,-2037.7,-100.0,6.0,0.0
13491,UK South,3251.84,1215.82,-2036.02,-62.6,17.0,10.0
14225,UK South,2031.07,0.0,-2031.07,-100.0,4.0,0.0
14295,UK South,2186.71,166.2,-2020.51,-92.4,3.0,1.0
13696,UK North,2020.4,0.0,-2020.4,-100.0,3.0,0.0
16197,UK South,2016.71,0.0,-2016.71,-100.0,9.0,0.0
17031,UK South,2393.5,380.35,-2013.15,-84.1,4.0,2.0
13693,UK South,2011.82,0.0,-2011.82,-100.0,9.0,0.0
15372,UK North,4009.66,2007.4,-2002.26,-49.9,7.0,1.0
15481,Rest of Europe,1993.34,0.0,-1993.34,-100.0,1.0,0.0
14532,UK North,2912.93,932.85,-1980.08,-68.0,7.0,4.0
16933,UK South,2536.07,563.23,-1972.84,-77.8,7.0,2.0
17550,UK North,2239.48,267.16,-1972.32,-88.1,6.0,3.0
14451,UK South,2614.78,643.9,-1970.88,-75.4,10.0,2.0
16032,UK North,1965.72,0.0,-1965.72,-100.0,6.0,0.0
12982,UK North,2354.27,390.54,-1963.73,-83.4,7.0,1.0
17092,UK North,3737.38,1774.03,-1963.35,-52.5,7.0,4.0
13047,UK South,5190.99,3232.59,-1958.4,-37.7,14.0,9.0
16290,UK North,1957.7,0.0,-1957.7,-100.0,4.0,0.0
17039,UK South,1954.99,0.0,-1954.99,-100.0,1.0,0.0
16993,UK South,1950.95,0.0,-1950.95,-100.0,2.0,0.0
15425,UK South,1941.12,0.0,-1941.12,-100.0,4.0,0.0
13317,UK South,4212.41,2273.68,-1938.73,-46.0,13.0,6.0
17625,UK South,3958.5,2020.4,-1938.1,-49.0,4.0,4.0
17640,UK North,2547.28,621.66,-1925.62,-75.6,5.0,1.0
13059,UK South,2108.37,183.4,-1924.97,-91.3,9.0,1.0
15255,UK South,2815.17,890.85,-1924.32,-68.4,8.0,1.0
12468,DACH,2581.2,657.54,-1923.66,-74.5,3.0,2.0
14492,UK North,1921.91,0.0,-1921.91,-100.0,7.0,0.0
16954,UK North,3996.8,2085.08,-1911.72,-47.8,11.0,9.0
15421,UK South,2854.98,950.36,-1904.62,-66.7,6.0,4.0
12524,DACH,5848.39,3945.72,-1902.67,-32.5,9.0,8.0
17969,UK South,2126.09,228.2,-1897.89,-89.3,18.0,2.0
15248,UK North,1893.93,0.0,-1893.93,-100.0,3.0,0.0
13634,UK North,3440.72,1547.36,-1893.36,-55.0,10.0,5.0
16631,UK South,1892.52,0.0,-1892.52,-100.0,7.0,0.0
14770,UK North,2761.22,876.42,-1884.8,-68.3,6.0,2.0
17646,UK North,2890.4,1008.39,-1882.01,-65.1,9.0,3.0
13557,UK South,2448.2,584.06,-1864.14,-76.1,11.0,2.0
13762,UK North,2165.76,306.72,-1859.04,-85.8,4.0,1.0
12687,Rest of Europe,1858.91,0.0,-1858.91,-100.0,1.0,0.0
14465,UK South,2887.41,1038.44,-1848.97,-64.0,8.0,3.0
16499,UK South,2212.89,365.45,-1847.44,-83.5,6.0,2.0
12391,Rest of Europe,2285.18,439.66,-1845.52,-80.8,5.0,1.0
18061,UK South,3964.4,2119.41,-1844.99,-46.5,18.0,10.0
15623,UK South,2136.02,301.03,-1834.99,-85.9,7.0,1.0
15079,UK South,2729.79,895.61,-1834.18,-67.2,7.0,4.0
13869,UK South,4913.22,3083.65,-1829.57,-37.2,6.0,4.0
13473,UK South,2235.12,422.64,-1812.48,-81.1,6.0,2.0
13929,UK South,2651.45,842.65,-1808.8,-68.2,9.0,2.0
17965,UK South,4403.71,2599.19,-1804.52,-41.0,15.0,14.0
14540,UK North,2756.98,952.66,-1804.32,-65.4,8.0,3.0
16797,UK South,1802.02,0.0,-1802.02,-100.0,5.0,0.0
13327,UK South,5425.1,3627.77,-1797.33,-33.1,11.0,8.0
15031,UK South,2449.75,653.19,-1796.56,-73.3,10.0,4.0
12759,Benelux,3207.3,1411.44,-1795.86,-56.0,5.0,3.0
16718,UK North,2400.03,606.05,-1793.98,-74.7,4.0,1.0
13763,UK South,3502.48,1714.96,-1787.52,-51.0,2.0,1.0
15043,UK South,2318.32,537.0,-1781.32,-76.8,5.0,1.0
15480,Rest of Europe,2686.75,905.5,-1781.25,-66.3,2.0,1.0
14044,UK North,2427.53,646.42,-1781.11,-73.4,6.0,4.0
18214,UK North,1780.34,0.0,-1780.34,-100.0,4.0,0.0
13920,UK North,1774.68,0.0,-1774.68,-100.0,4.0,0.0
16202,UK North,2136.72,365.27,-1771.45,-82.9,8.0,1.0
14933,UK South,1770.0,0.0,-1770.0,-100.0,4.0,0.0
15972,UK North,1769.33,0.0,-1769.33,-100.0,5.0,0.0
14824,UK North,2895.2,1127.71,-1767.49,-61.0,6.0,4.0
15736,UK North,1767.12,0.0,-1767.12,-100.0,2.0,0.0
13648,UK North,1759.07,0.0,-1759.07,-100.0,8.0,0.0
13659,UK South,3321.68,1563.0,-1758.68,-52.9,10.0,2.0
15182,UK North,2376.1,622.85,-1753.25,-73.8,9.0,2.0
13707,UK South,2559.45,806.41,-1753.04,-68.5,3.0,2.0
12863,UK South,2271.35,521.2,-1750.15,-77.1,5.0,1.0
13464,UK North,2422.96,674.68,-1748.28,-72.2,5.0,1.0
16347,UK South,2595.51,847.45,-1748.06,-67.3,9.0,2.0
15980,UK North,4144.82,2398.86,-1745.96,-42.1,4.0,3.0
14210,UK North,3650.73,1905.84,-1744.89,-47.8,10.0,6.0
16087,UK South,1739.92,0.0,-1739.92,-100.0,5.0,0.0
17848,UK North,2637.26,901.2,-1736.06,-65.8,21.0,9.0
14970,UK North,3327.29,1592.06,-1735.23,-52.2,8.0,4.0
15389,UK South,2233.8,500.0,-1733.8,-77.6,4.0,1.0
17287,UK South,2777.8,1049.06,-1728.74,-62.2,14.0,7.0
16735,UK South,3970.0,2247.41,-1722.59,-43.4,9.0,5.0
12643,France,4762.18,3041.64,-1720.54,-36.1,5.0,6.0
16105,UK South,2049.23,336.96,-1712.27,-83.6,4.0,1.0
13665,UK South,1711.66,0.0,-1711.66,-100.0,3.0,0.0
17412,UK North,2962.16,1258.06,-1704.1,-57.5,9.0,7.0
16883,UK South,1973.58,272.48,-1701.1,-86.2,17.0,2.0
14459,UK South,3537.82,1837.92,-1699.9,-48.0,1.0,1.0
13999,UK South,5600.45,3901.81,-1698.64,-30.3,17.0,12.0
12932,UK North,1698.56,0.0,-1698.56,-100.0,8.0,0.0
16456,UK North,3842.76,2158.18,-1684.58,-43.8,8.0,5.0
15911,UK South,1683.79,0.0,-1683.79,-100.0,8.0,0.0
13173,UK South,2036.17,353.65,-1682.52,-82.6,9.0,2.0
12976,UK North,2417.78,738.6,-1679.18,-69.5,7.0,1.0
14555,UK South,1991.49,312.54,-1678.95,-84.3,4.0,2.0
12870,UK North,1676.95,0.0,-1676.95,-100.0,3.0,0.0
14831,UK South,1676.57,0.0,-1676.57,-100.0,3.0,0.0
14431,UK South,2143.84,470.36,-1673.48,-78.1,3.0,1.0
12586,Rest of Europe,1865.73,196.94,-1668.79,-89.4,3.0,1.0
13663,UK South,1858.04,189.47,-1668.57,-89.8,4.0,1.0
12385,Benelux,1668.4,0.0,-1668.4,-100.0,1.0,0.0
16329,UK South,1664.92,0.0,-1664.92,-100.0,4.0,0.0
12733,International,2040.07,383.95,-1656.12,-81.2,3.0,1.0
17096,UK North,2675.8,1022.13,-1653.67,-61.8,7.0,4.0
12911,UK South,1651.72,0.0,-1651.72,-100.0,1.0,0.0
18009,UK South,1896.84,247.39,-1649.45,-87.0,7.0,1.0
16147,UK South,2023.91,375.0,-1648.91,-81.5,4.0,1.0
17372,UK North,2979.28,1337.18,-1642.1,-55.1,19.0,8.0
14560,UK North,3876.26,2237.77,-1638.49,-42.3,22.0,22.0
15310,UK North,1634.64,0.0,-1634.64,-100.0,1.0,0.0
13979,UK South,2503.76,869.87,-1633.89,-65.3,6.0,1.0
18215,UK South,1933.15,299.34,-1633.81,-84.5,4.0,1.0
12838,UK North,2303.96,671.95,-1632.01,-70.8,8.0,2.0
13554,UK North,1629.35,0.0,-1629.35,-100.0,7.0,0.0
13154,UK North,1624.84,0.0,-1624.84,-100.0,3.0,0.0
14147,UK South,2106.8,483.4,-1623.4,-77.1,7.0,2.0
15142,UK North,2121.18,498.74,-1622.44,-76.5,5.0,1.0
12813,Benelux,1621.8,0.0,-1621.8,-100.0,3.0,0.0
14913,UK South,2845.7,1227.43,-1618.27,-56.9,4.0,4.0
15013,UK South,1610.82,0.0,-1610.82,-100.0,10.0,0.0
17700,UK North,4145.33,2534.64,-1610.69,-38.9,10.0,4.0
16860,UK North,1610.62,0.0,-1610.62,-100.0,3.0,0.0
17814,UK North,1609.37,0.0,-1609.37,-100.0,2.0,0.0
16409,UK South,3629.76,2022.98,-1606.78,-44.3,7.0,5.0
13085,UK South,2017.2,416.08,-1601.12,-79.4,6.0,2.0
16383,UK South,2244.23,643.76,-1600.47,-71.3,5.0,2.0
15812,UK North,3400.33,1801.14,-1599.19,-47.0,7.0,5.0
17853,UK South,1596.29,0.0,-1596.29,-100.0,3.0,0.0
