Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
490272,70006,LOVE HEART POCKET WARMER,1,2009-12-04 12:36:00,1.65,14680.0,United Kingdom
490272,20726,LUNCH BAG WOODLAND,11,2009-12-04 12:36:00,1.65,14680.0,United Kingdom
490272,20725,LUNCH BAG RED SPOTTY,10,2009-12-04 12:36:00,1.65,14680.0,United Kingdom
490272,21558,SKULL LUNCHBOX WITH CUTLERY ,3,2009-12-04 12:36:00,2.55,14680.0,United Kingdom
490272,22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,3,2009-12-04 12:36:00,2.55,14680.0,United Kingdom
490272,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,3,2009-12-04 12:36:00,2.55,14680.0,United Kingdom
490272,21232,STRAWBERRY CERAMIC TRINKET BOX,5,2009-12-04 12:36:00,1.25,14680.0,United Kingdom
490272,21535,RETRO SPOT SMALL MILK JUG,2,2009-12-04 12:36:00,2.55,14680.0,United Kingdom
490272,21535,RETRO SPOT SMALL MILK JUG,1,2009-12-04 12:36:00,2.55,14680.0,United Kingdom
490272,22068, BLACK PIRATE TREASURE CHEST,2,2009-12-04 12:36:00,1.65,14680.0,United Kingdom
490272,22058,CERAMIC LOVE HEARTS DESIGN MUG,1,2009-12-04 12:36:00,1.49,14680.0,United Kingdom
490272,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,2009-12-04 12:36:00,1.49,14680.0,United Kingdom
490272,21527,RETRO SPOT TRADITIONAL TEAPOT ,1,2009-12-04 12:36:00,7.95,14680.0,United Kingdom
490272,22058,CERAMIC LOVE HEARTS DESIGN MUG,1,2009-12-04 12:36:00,1.49,14680.0,United Kingdom
490272,21488,RED WHITE SCARF  HOT WATER BOTTLE,3,2009-12-04 12:36:00,3.95,14680.0,United Kingdom
490272,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2009-12-04 12:36:00,3.75,14680.0,United Kingdom
490272,21213,PACK OF 72 SKULL CAKE CASES,24,2009-12-04 12:36:00,0.55,14680.0,United Kingdom
490272,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2009-12-04 12:36:00,0.55,14680.0,United Kingdom
490272,37461,FUNKY MONKEY MUG,3,2009-12-04 12:36:00,1.25,14680.0,United Kingdom
490272,21872,GLAMOROUS  MUG,3,2009-12-04 12:36:00,1.25,14680.0,United Kingdom
490272,21479,WHITE SKULL HOT WATER BOTTLE ,5,2009-12-04 12:36:00,3.75,14680.0,United Kingdom
490272,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,2,2009-12-04 12:36:00,3.75,14680.0,United Kingdom
490272,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,2,2009-12-04 12:36:00,3.75,14680.0,United Kingdom
490272,21843,RETRO SPOT CAKE STAND,2,2009-12-04 12:36:00,10.95,14680.0,United Kingdom
490272,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2,2009-12-04 12:36:00,3.75,14680.0,United Kingdom
490272,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,6,2009-12-04 12:36:00,3.75,14680.0,United Kingdom
490272,72756,FAIRY CAKE CANDLES,9,2009-12-04 12:36:00,1.49,14680.0,United Kingdom
490272,72741,GRAND CHOCOLATECANDLE,27,2009-12-04 12:36:00,1.45,14680.0,United Kingdom
490482,35001G,HAND OPEN SHAPE GOLD,1,2009-12-06 12:52:00,4.25,15983.0,United Kingdom
490482,84429A,MEDIUM PINK BUDDHA HEAD ,1,2009-12-06 12:52:00,2.95,15983.0,United Kingdom
490482,85144,JARDIN ETCHED GLASS BUTTER DISH,1,2009-12-06 12:52:00,7.25,15983.0,United Kingdom
490482,22112,CHOCOLATE HOT WATER BOTTLE,1,2009-12-06 12:52:00,4.95,15983.0,United Kingdom
490482,79067,CORONA MEXICAN TRAY,1,2009-12-06 12:52:00,3.75,15983.0,United Kingdom
490482,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1,2009-12-06 12:52:00,2.95,15983.0,United Kingdom
490482,82597,BOMBS AWAY METAL SIGN,1,2009-12-06 12:52:00,2.1,15983.0,United Kingdom
490482,21464,DISCO BALL ROTATOR BATTERY OPERATED,2,2009-12-06 12:52:00,4.25,15983.0,United Kingdom
490482,84836,ZINC METAL HEART DECORATION,15,2009-12-06 12:52:00,1.25,15983.0,United Kingdom
490482,47591C,BLUE FAIRY CAKE CHILD'S APRON,3,2009-12-06 12:52:00,1.95,15983.0,United Kingdom
490482,20749,ASSORTED COLOUR MINI CASES,3,2009-12-06 12:52:00,7.95,15983.0,United Kingdom
490482,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,2,2009-12-06 12:52:00,4.95,15983.0,United Kingdom
490482,21582,KINGS CHOICE SMALL TUBE MATCHES,3,2009-12-06 12:52:00,1.65,15983.0,United Kingdom
490482,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2009-12-06 12:52:00,0.55,15983.0,United Kingdom
490482,22082,RIBBON REEL STRIPES DESIGN ,10,2009-12-06 12:52:00,1.65,15983.0,United Kingdom
490482,21582,KINGS CHOICE SMALL TUBE MATCHES,4,2009-12-06 12:52:00,1.65,15983.0,United Kingdom
490482,47591D,PINK FAIRY CAKE CHILD'S APRON,3,2009-12-06 12:52:00,1.95,15983.0,United Kingdom
490482,21729,SMALL MARAKESH METAL  LANTERN ,5,2009-12-06 12:52:00,3.25,15983.0,United Kingdom
490482,22294,HEART FILIGREE DOVE  SMALL,24,2009-12-06 12:52:00,1.25,15983.0,United Kingdom
490482,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,4,2009-12-06 12:52:00,2.55,15983.0,United Kingdom
490482,84007,MAGIC GARDEN MOUNT FUJI,10,2009-12-06 12:52:00,2.55,15983.0,United Kingdom
490482,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2009-12-06 12:52:00,1.69,15983.0,United Kingdom
490482,21136,PAINTED METAL PEARS ASSORTED,8,2009-12-06 12:52:00,1.69,15983.0,United Kingdom
490482,21122,SET/10 PINK SPOTTY PARTY CANDLES,3,2009-12-06 12:52:00,1.25,15983.0,United Kingdom
490482,21124,SET/10 BLUE SPOTTY PARTY CANDLES,3,2009-12-06 12:52:00,1.25,15983.0,United Kingdom
490482,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2009-12-06 12:52:00,0.55,15983.0,United Kingdom
490482,84991,60 TEATIME FAIRY CAKE CASES,3,2009-12-06 12:52:00,0.55,15983.0,United Kingdom
491425,20879,TREE OF NOAH FESTIVE SCENTED CANDLE,6,2009-12-10 20:04:00,0.65,16905.0,United Kingdom
491425,21821,GLITTER STAR GARLAND WITH BELLS ,1,2009-12-10 20:04:00,3.75,16905.0,United Kingdom
491425,21817,GLITTER CHRISTMAS TREE,3,2009-12-10 20:04:00,0.85,16905.0,United Kingdom
491425,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,5,2009-12-10 20:04:00,1.25,16905.0,United Kingdom
491425,17091F,SANDALWOOD INCENSE IN TIN,2,2009-12-10 20:04:00,1.25,16905.0,United Kingdom
491425,17091A,LAVENDER INCENSE IN TIN,2,2009-12-10 20:04:00,1.25,16905.0,United Kingdom
491425,84813,SET OF 4 DIAMOND NAPKIN RINGS,1,2009-12-10 20:04:00,12.75,16905.0,United Kingdom
491425,17039,INLAID WOOD INCENSE HOLDER,10,2009-12-10 20:04:00,0.29,16905.0,United Kingdom
491425,17090A,LAVENDER INCENSE 40 CONES IN TIN,3,2009-12-10 20:04:00,1.25,16905.0,United Kingdom
491425,21034,REX CASH+CARRY JUMBO SHOPPER,1,2009-12-10 20:04:00,0.95,16905.0,United Kingdom
491425,79323P,PINK CHERRY LIGHTS,3,2009-12-10 20:04:00,6.75,16905.0,United Kingdom
491425,79323G,GOLD  CHERRY LIGHTS,6,2009-12-10 20:04:00,6.75,16905.0,United Kingdom
491425,79323W, WHITE CHERRY LIGHTS,10,2009-12-10 20:04:00,6.75,16905.0,United Kingdom
491425,20879,TREE OF NOAH FESTIVE SCENTED CANDLE,6,2009-12-10 20:04:00,0.65,16905.0,United Kingdom
491425,21819,GLITTER CHRISTMAS STAR ,3,2009-12-10 20:04:00,0.85,16905.0,United Kingdom
491425,21817,GLITTER CHRISTMAS TREE,2,2009-12-10 20:04:00,0.85,16905.0,United Kingdom
491425,21820,GLITTER HEART GARLAND WITH BELLS ,2,2009-12-10 20:04:00,3.75,16905.0,United Kingdom
491425,21821,GLITTER STAR GARLAND WITH BELLS ,2,2009-12-10 20:04:00,3.75,16905.0,United Kingdom
491425,21817,GLITTER CHRISTMAS TREE,2,2009-12-10 20:04:00,0.85,16905.0,United Kingdom
491425,21817,GLITTER CHRISTMAS TREE,3,2009-12-10 20:04:00,0.85,16905.0,United Kingdom
491425,15056BL,EDWARDIAN PARASOL BLACK,2,2009-12-10 20:04:00,5.95,16905.0,United Kingdom
491425,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1,2009-12-10 20:04:00,7.95,16905.0,United Kingdom
491425,85047,WHITE BEADED GARLAND STRING 20LIGHT,2,2009-12-10 20:04:00,6.35,16905.0,United Kingdom
491448,22082,RIBBON REEL STRIPES DESIGN ,5,2009-12-11 10:54:00,1.65,15983.0,United Kingdom
491448,22078,RIBBON REEL LACE DESIGN ,5,2009-12-11 10:54:00,2.1,15983.0,United Kingdom
491448,20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,2,2009-12-11 10:54:00,2.95,15983.0,United Kingdom
491448,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2009-12-11 10:54:00,3.75,15983.0,United Kingdom
491448,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,2,2009-12-11 10:54:00,4.95,15983.0,United Kingdom
491448,84007,MAGIC GARDEN MOUNT FUJI,10,2009-12-11 10:54:00,2.55,15983.0,United Kingdom
491448,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,8,2009-12-11 10:54:00,2.55,15983.0,United Kingdom
491448,20750, RED/WHITE DOT MINI CASES,2,2009-12-11 10:54:00,7.95,15983.0,United Kingdom
491448,20749,ASSORTED COLOUR MINI CASES,3,2009-12-11 10:54:00,7.95,15983.0,United Kingdom
491448,20775,DAISY NOTEBOOK ,5,2009-12-11 10:54:00,1.65,15983.0,United Kingdom
491448,20755,BLUE PAISLEY POCKET BOOK,6,2009-12-11 10:54:00,0.85,15983.0,United Kingdom
491448,20756,GREEN FERN POCKET BOOK,6,2009-12-11 10:54:00,0.85,15983.0,United Kingdom
491448,20757,RED DAISY POCKET BOOK ,6,2009-12-11 10:54:00,0.85,15983.0,United Kingdom
491448,21133,PAINTED BIRD ASSORTED CHRISTMAS,36,2009-12-11 10:54:00,1.69,15983.0,United Kingdom
491448,21734,SMALL MARAKESH LANTERN ON STICK,6,2009-12-11 10:54:00,3.75,15983.0,United Kingdom
491448,21651,HANGING GLASS ETCHED TEALIGHT,18,2009-12-11 10:54:00,1.65,15983.0,United Kingdom
491448,22294,HEART FILIGREE DOVE  SMALL,48,2009-12-11 10:54:00,1.25,15983.0,United Kingdom
491448,84836,ZINC METAL HEART DECORATION,12,2009-12-11 10:54:00,1.25,15983.0,United Kingdom
491448,22294,HEART FILIGREE DOVE  SMALL,24,2009-12-11 10:54:00,1.25,15983.0,United Kingdom
491448,84836,ZINC METAL HEART DECORATION,12,2009-12-11 10:54:00,1.25,15983.0,United Kingdom
491448,22415,WHITE TISSUE REAM,1,2009-12-11 10:54:00,7.95,15983.0,United Kingdom
491448,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,2009-12-11 10:54:00,5.45,15983.0,United Kingdom
491448,21591,COSY HOUR CIGAR BOX MATCHES ,10,2009-12-11 10:54:00,1.25,15983.0,United Kingdom
491448,21582,KINGS CHOICE SMALL TUBE MATCHES,2,2009-12-11 10:54:00,1.65,15983.0,United Kingdom
491448,21587,COSY HOUR GIANT TUBE MATCHES,2,2009-12-11 10:54:00,2.55,15983.0,United Kingdom
491448,21136,PAINTED METAL PEARS ASSORTED,16,2009-12-11 10:54:00,1.69,15983.0,United Kingdom
491448,84625B,BLCK NEW BAROQUE CANDLESTICK CANDLE,2,2009-12-11 10:54:00,2.95,15983.0,United Kingdom
491448,84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,4,2009-12-11 10:54:00,2.95,15983.0,United Kingdom
491450,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,2009-12-11 11:06:00,2.55,14739.0,United Kingdom
491450,84946,ANTIQUE SILVER TEA GLASS ETCHED,72,2009-12-11 11:06:00,1.06,14739.0,United Kingdom
491450,21666, RIDGED GLASS T-LIGHT HOLDER,96,2009-12-11 11:06:00,0.55,14739.0,United Kingdom
491450,21186,WHITE DOVE HONEYCOMB PAPER GARLAND,48,2009-12-11 11:06:00,1.45,14739.0,United Kingdom
491450,21894,POTTING SHED SEED ENVELOPES,60,2009-12-11 11:06:00,1.06,14739.0,United Kingdom
491450,21868,POTTING SHED TEA MUG,72,2009-12-11 11:06:00,1.06,14739.0,United Kingdom
491450,85174,S/4 CACTI CANDLES,16,2009-12-11 11:06:00,4.25,14739.0,United Kingdom
491450,20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,16,2009-12-11 11:06:00,2.55,14739.0,United Kingdom
491450,21791,VINTAGE HEADS AND TAILS CARD GAME ,72,2009-12-11 11:06:00,1.06,14739.0,United Kingdom
491450,20984,12 PENCILS TALL TUBE POSY,48,2009-12-11 11:06:00,0.19,14739.0,United Kingdom
C491459,79323P,PINK CHERRY LIGHTS,-2,2009-12-11 11:30:00,6.75,13711.0,United Kingdom
491479,84029E,RED WOOLLY HOTTIE WHITE HEART.,5,2009-12-11 12:11:00,3.75,14680.0,United Kingdom
491479,21488,RED WHITE SCARF  HOT WATER BOTTLE,3,2009-12-11 12:11:00,3.95,14680.0,United Kingdom
491479,21975,PACK OF 60 DINOSAUR CAKE CASES,10,2009-12-11 12:11:00,0.55,14680.0,United Kingdom
491479,21212,PACK OF 72 RETRO SPOT CAKE CASES,10,2009-12-11 12:11:00,0.55,14680.0,United Kingdom
491479,21733,RED HANGING HEART T-LIGHT HOLDER,3,2009-12-11 12:11:00,2.95,14680.0,United Kingdom
491479,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2009-12-11 12:11:00,2.95,14680.0,United Kingdom
491479,20726,LUNCH BAG WOODLAND,10,2009-12-11 12:11:00,1.65,14680.0,United Kingdom
491479,85132A,CHARLIE + LOLA BISCUITS TINS,1,2009-12-11 12:11:00,9.95,14680.0,United Kingdom
491479,85132B,CHARLIE AND LOLA TABLE TINS,1,2009-12-11 12:11:00,9.95,14680.0,United Kingdom
491479,84519A,TOMATO CHARLIE+LOLA COASTER SET,2,2009-12-11 12:11:00,2.95,14680.0,United Kingdom
491479,84519B,CARROT CHARLIE+LOLA COASTER SET,3,2009-12-11 12:11:00,2.95,14680.0,United Kingdom
491479,72741,GRAND CHOCOLATECANDLE,9,2009-12-11 12:11:00,1.45,14680.0,United Kingdom
491479,37503,TEA TIME CAKE STAND IN GIFT BOX,3,2009-12-11 12:11:00,10.75,14680.0,United Kingdom
491479,22415,WHITE TISSUE REAM,1,2009-12-11 12:11:00,7.95,14680.0,United Kingdom
491479,20682,RED SPOTTY CHILDS UMBRELLA,2,2009-12-11 12:11:00,3.25,14680.0,United Kingdom
491479,22070,SMALL RETRO SPOT MUG IN BOX  RED,1,2009-12-11 12:11:00,3.75,14680.0,United Kingdom
491479,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,2009-12-11 12:11:00,1.49,14680.0,United Kingdom
491479,47591C,BLUE FAIRY CAKE CHILD'S APRON,2,2009-12-11 12:11:00,1.95,14680.0,United Kingdom
491479,47591D,PINK FAIRY CAKE CHILD'S APRON,5,2009-12-11 12:11:00,1.95,14680.0,United Kingdom
491479,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,5,2009-12-11 12:11:00,2.95,14680.0,United Kingdom
491479,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,2,2009-12-11 12:11:00,4.65,14680.0,United Kingdom
491479,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,5,2009-12-11 12:11:00,2.95,14680.0,United Kingdom
491479,72756,FAIRY CAKE CANDLES,18,2009-12-11 12:11:00,1.49,14680.0,United Kingdom
491479,21357,TOAST ITS - DINOSAUR,10,2009-12-11 12:11:00,1.25,14680.0,United Kingdom
491479,21355,TOAST ITS - I LOVE YOU ,5,2009-12-11 12:11:00,1.25,14680.0,United Kingdom
491479,21356,TOAST ITS - FAIRY FLOWER,5,2009-12-11 12:11:00,1.25,14680.0,United Kingdom
491479,21527,RETRO SPOT TRADITIONAL TEAPOT ,1,2009-12-11 12:11:00,7.95,14680.0,United Kingdom
491479,20914,SET/5 RED SPOTTY LID GLASS BOWLS,3,2009-12-11 12:11:00,2.95,14680.0,United Kingdom
491479,84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,1,2009-12-11 12:11:00,3.75,14680.0,United Kingdom
491479,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,1,2009-12-11 12:11:00,3.75,14680.0,United Kingdom
491479,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,1,2009-12-11 12:11:00,3.75,14680.0,United Kingdom
491479,20978,36 PENCILS TUBE SKULLS,4,2009-12-11 12:11:00,1.25,14680.0,United Kingdom
491479,21558,SKULL LUNCHBOX WITH CUTLERY ,2,2009-12-11 12:11:00,2.55,14680.0,United Kingdom
491479,22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,1,2009-12-11 12:11:00,2.55,14680.0,United Kingdom
491479,22194,BLACK DINER WALL CLOCK,1,2009-12-11 12:11:00,8.5,14680.0,United Kingdom
491479,21232,STRAWBERRY CERAMIC TRINKET BOX,11,2009-12-11 12:11:00,1.25,14680.0,United Kingdom
491479,21527,RETRO SPOT TRADITIONAL TEAPOT ,3,2009-12-11 12:11:00,7.95,14680.0,United Kingdom
491479,21479,WHITE SKULL HOT WATER BOTTLE ,5,2009-12-11 12:11:00,3.75,14680.0,United Kingdom
C491626,21766,VINTAGE WOOD ORGANISER,-2,2009-12-11 14:31:00,16.95,16512.0,United Kingdom
491664,47504G,ENGLISH ROSE TAPE MEASURE,1,2009-12-13 11:28:00,1.25,15983.0,United Kingdom
491664,47504F,ENGLISH ROSE TORCH,1,2009-12-13 11:28:00,1.65,15983.0,United Kingdom
491664,20658,RED SPOTTY LUGGAGE TAG,1,2009-12-13 11:28:00,1.25,15983.0,United Kingdom
491664,21916,SET 12 RETRO WHITE CHALK STICKS,1,2009-12-13 11:28:00,0.42,15983.0,United Kingdom
491664,20982,12 PENCILS TALL TUBE SKULLS,1,2009-12-13 11:28:00,0.85,15983.0,United Kingdom
491664,47504E,ENGLISH ROSE SCISSORS,1,2009-12-13 11:28:00,1.25,15983.0,United Kingdom
491664,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2009-12-13 11:28:00,3.75,15983.0,United Kingdom
491664,84030E,ENGLISH ROSE HOT WATER BOTTLE,2,2009-12-13 11:28:00,4.25,15983.0,United Kingdom
491664,21586,KINGS CHOICE GIANT TUBE MATCHES,1,2009-12-13 11:28:00,2.55,15983.0,United Kingdom
491664,20983,12 PENCILS TALL TUBE RED SPOTTY,1,2009-12-13 11:28:00,0.85,15983.0,United Kingdom
491664,21479,WHITE SKULL HOT WATER BOTTLE ,5,2009-12-13 11:28:00,3.75,15983.0,United Kingdom
491664,20755,BLUE PAISLEY POCKET BOOK,9,2009-12-13 11:28:00,0.85,15983.0,United Kingdom
491664,20756,GREEN FERN POCKET BOOK,9,2009-12-13 11:28:00,0.85,15983.0,United Kingdom
491664,20757,RED DAISY POCKET BOOK ,9,2009-12-13 11:28:00,0.85,15983.0,United Kingdom
491664,20776,ABSTRACT CIRCLES NOTEBOOK,1,2009-12-13 11:28:00,1.65,15983.0,United Kingdom
491664,20774,GREEN FERN NOTEBOOK,3,2009-12-13 11:28:00,1.65,15983.0,United Kingdom
491664,20778,GARDEN PATH NOTEBOOK ,1,2009-12-13 11:28:00,1.65,15983.0,United Kingdom
491664,20777,CHRYSANTHEMUM NOTEBOOK,1,2009-12-13 11:28:00,1.65,15983.0,United Kingdom
491664,20773,BLUE PAISLEY NOTEBOOK,5,2009-12-13 11:28:00,1.65,15983.0,United Kingdom
491664,20775,DAISY NOTEBOOK ,3,2009-12-13 11:28:00,1.65,15983.0,United Kingdom
491664,20652,BLUE SPOTTY LUGGAGE TAG ,1,2009-12-13 11:28:00,1.25,15983.0,United Kingdom
491664,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,5,2009-12-13 11:28:00,2.55,15983.0,United Kingdom
491664,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,2,2009-12-13 11:28:00,4.95,15983.0,United Kingdom
491664,84836,ZINC METAL HEART DECORATION,12,2009-12-13 11:28:00,1.25,15983.0,United Kingdom
491664,22294,HEART FILIGREE DOVE  SMALL,72,2009-12-13 11:28:00,1.25,15983.0,United Kingdom
491664,20767,BLUE PAISLEY JOURNAL ,2,2009-12-13 11:28:00,2.55,15983.0,United Kingdom
491664,20768,GREEN FERN JOURNAL ,2,2009-12-13 11:28:00,2.55,15983.0,United Kingdom
491664,20769,DAISY JOURNAL ,2,2009-12-13 11:28:00,2.55,15983.0,United Kingdom
491664,21136,PAINTED METAL PEARS ASSORTED,16,2009-12-13 11:28:00,1.69,15983.0,United Kingdom
491664,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2009-12-13 11:28:00,1.69,15983.0,United Kingdom
491664,22294,HEART FILIGREE DOVE  SMALL,24,2009-12-13 11:28:00,1.25,15983.0,United Kingdom
491664,84625B,BLCK NEW BAROQUE CANDLESTICK CANDLE,10,2009-12-13 11:28:00,2.95,15983.0,United Kingdom
